"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"104","Wan'Dale Robinson","WR","NYG","5.5","20.2","2.6","1.4","3.2","14.4","9.5","4.8","4.6","6.2","3.6","21.6","-","","","","","","8.1","97.6"
"105","Cleveland Browns","DST","CLE","4","-1","13","1","7","0","25","9","BYE","5","17","16","1","","","","","","8.1","97"
"105","Riley Patterson","K","MIA","0","11","3","10","7","10","6","10","8","7","11","BYE","14","","","","","","8.1","97"
"107","Joey Slye","K","TEN","15","17","11","0","13","-","10","2","9","BYE","10","6","3","","","","","","8.7","96"
"108","Denver Broncos","DST","DEN","14","0","9","10","7","13","5","6","5","14","8","BYE","4","","","","","","7.9","95"
"109","Deebo Samuel Sr.","WR","WAS","15.6","10.4","2.9","14.1","15.6","1.4","-","1.2","4.4","8.9","13.7","BYE","6.1","","","","","","8.6","94.3"
"110","Cairo Santos","K","CHI","7","3","7","19","BYE","-","-","11","11","6","16","8","6","","","","","","9.4","94"
"110","New England Patriots","DST","NE","7","13","2","11","8","5","19","11","1","2","5","10","-","","","","","","7.8","94"
"112","Quentin Johnston","WR","LAC","19.9","12.9","8.9","15.8","2.9","-","9","0","11.3","4.2","0","BYE","8.3","","","","","","8.5","93.2"
"113","Matt Prater","K","BUF","12","14","8","7","9","2","BYE","12","4","1","8","8","8","","","","","","7.8","93"
"113","Chad Ryland","K","ARI","11","10","7","10","3","11","12","BYE","10","2","4","6","7","","","","","","7.8","93"
"115","CeeDee Lamb","WR","DAL","11","11.2","0","-","-","-","17","7.6","8.5","BYE","12.6","7.5","17.2","","","","","","10.3","92.6"
"116","Justin Jefferson","WR","MIN","10.8","8.1","7.5","12.6","12.3","BYE","7.9","7.4","10.7","3.7","6.1","4.8","0.4","","","","","","7.7","92.3"
"117","Indianapolis Colts","DST","IND","13","1","15","5","17","4","7","7","5","5","BYE","8","5","","","","","","7.7","92"
"117","Wil Lutz","K","DEN","8","4","9","4","9","9","5","9","4","4","18","BYE","9","","","","","","7.7","92"
"119","Woody Marks","RB","HOU","0.3","5.1","3.6","23.9","2.4","BYE","9.5","11.1","2.7","14.1","5.1","6.9","6.7","","","","","","7.6","91.4"
"120","Matt Gay","K","SF","3","6","14","18","9","8","2","-","2","5","7","9","8","","","","","","7.6","91"
"121","Jordan Mason","RB","MIN","7.5","3.8","23.6","7.2","9.6","BYE","11.7","0.6","3.7","3.1","10.5","4.2","4.8","","","","","","7.5","90.3"
"122","Jake Ferguson","TE","DAL","2.3","7.8","8.2","10","16.9","9.3","14.9","0","3","BYE","7.6","6.1","3.6","","","","","","7.5","89.7"
"123","Kenneth Gainwell","RB","PIT","2.3","3.6","8.6","25.4","BYE","3.6","1.5","1.5","3.4","0.4","22.5","12.2","4.5","","","","","","7.5","89.5"
"123","Brock Bowers","TE","LV","10.3","3.8","5.8","4.6","-","-","-","BYE","31.3","2.7","7.2","5.5","18.3","","","","","","9.9","89.5"
"125","Tyler Allgeier","RB","ATL","2.4","14","0.4","11.1","BYE","9.8","1.6","7.4","0.6","17.7","7.6","4.9","11.5","","","","","","7.4","89"
"126","Tre Tucker","WR","LV","11.4","1.9","32.9","2.2","7.1","7","3.3","BYE","3.8","3.5","10.7","2.8","2","","","","","","7.4","88.6"
"126","Rashee Rice","WR","KC","-","-","-","-","-","-","16.2","16.5","14.6","BYE","3.8","16.1","21.4","","","","","","14.8","88.6"
"128","Troy Franklin","WR","DEN","4.4","16","0.8","5.5","5.5","0.1","9.9","20.9","4.3","10","8.4","BYE","2.1","","","","","","7.3","87.9"
"129","Chuba Hubbard","RB","CAR","14.9","13.7","7.6","6.9","-","-","5.5","9.4","1.7","1.5","2.8","4.3","18.4","","","","","","7.9","86.7"
"130","Keenan Allen","WR","LAC","12.8","12.1","12.5","3.7","5.8","2.7","17.9","4.4","4.1","1.9","5.3","BYE","3","","","","","","7.2","86.2"
"130","Romeo Doubs","WR","GB","6.8","8.8","2.5","23.8","BYE","5.5","7.2","6.4","9.1","0.5","5.3","2.3","8","","","","","","7.2","86.2"
"132","Ryan Fitzgerald","K","CAR","5","4","15","1","10","14","7","4","5","1","10","3","7","","","","","","6.6","86"
"133","Stefon Diggs","WR","NE","5.7","3.2","2.3","10.1","14.6","2.8","6.9","7.4","9.8","10.6","10.5","2","-","","","","","","7.2","85.9"
"134","Marvin Harrison Jr.","WR","ARI","13.1","2.7","4.4","12.6","9.8","3.2","5.8","BYE","15.6","11.3","-","-","6.9","","","","","","8.5","85.4"
"135","Tucker Kraft","TE","GB","7.9","18.4","2.9","5.6","BYE","10.3","11.8","26.3","2","-","-","-","-","","","","","","10.7","85.2"
"136","Brock Purdy","QB","SF","18.8","-","-","19.7","-","-","-","-","-","-","19.3","10.3","17.1","","","","","","17","85.2"
"137","Kimani Vidal","RB","LAC","-","-","-","0","1.9","19.8","3.5","18.7","3","16.8","1.2","BYE","19.7","","","","","","9.4","84.6"
"138","Philadelphia Eagles","DST","PHI","3","5","13","14","2","1","12","6","BYE","11","8","5","4","","","","","","7","84"
"138","Atlanta Falcons","DST","ATL","1","21","3","4","BYE","9","4","0","10","10","4","16","2","","","","","","7","84"
"140","Hunter Henry","TE","NE","6.6","0.9","21","9.9","4.6","2.7","3.3","6.7","5.1","0.9","4.5","17.5","-","","","","","","7","83.7"
"141","Rachaad White","RB","TB","1.6","12.6","1.4","4.6","19.1","14.6","4.4","6.1","BYE","5.4","6.2","4.2","2.9","","","","","","6.9","83.1"
"142","DJ Moore","WR","CHI","5.6","4.6","8.8","3.8","BYE","5.2","5.2","7.6","19","0","2.1","18.4","2.7","","","","","","6.9","83"
"143","Zay Flowers","WR","BAL","21.1","7.9","1.3","7.4","7.2","2.6","BYE","7.1","6.4","8.1","8.3","6.9","-1.4","","","","","","6.9","82.9"
"144","Dallas Goedert","TE","PHI","4.4","-","9.3","15.7","7.9","17","1.8","14.8","BYE","4.3","2.4","2","2.7","","","","","","7.5","82.3"
"145","Tony Pollard","RB","TEN","6.9","9.2","11.9","7.6","11.8","4.7","6.1","5.3","6.8","BYE","2.6","4.1","4.3","","","","","","6.8","81.3"
"146","Alec Pierce","WR","IND","3.6","6.8","6.7","-","-","4.8","9.8","6.9","11.5","14.4","BYE","2.6","13.8","","","","","","8.1","80.9"
"147","Kyler Murray","QB","ARI","18.3","15","14.1","18.1","15.3","-","-","BYE","-","-","-","-","-","","","","","","16.2","80.8"
"148","Tampa Bay Buccaneers","DST","TB","2","4","14","4","0","11","8","26","BYE","2","2","0","7","","","","","","6.7","80"
"149","Arizona Cardinals","DST","ARI","5","13","6","5","7","2","1","BYE","15","6","-1","17","3","","","","","","6.6","79"
"149","Chicago Bears","DST","CHI","11","-4","11","10","BYE","9","13","1","5","7","5","6","5","","","","","","6.6","79"
"151","Jacory Croskey-Merritt","RB","WAS","14.2","1.7","9.1","5.7","25","4.8","3.2","2.5","4.1","3","3.3","BYE","2","","","","","","6.6","78.6"
"152","Carolina Panthers","DST","CAR","2","3","22","-3","3","0","17","-2","9","5","2","7","13","","","","","","6","78"
"152","Buffalo Bills","DST","BUF","0","10","2","6","6","4","BYE","17","5","3","4","6","15","","","","","","6.5","78"
"154","Blake Grupe","K","FA","7","3","7","9","16","16","2","4","4","5","-","4","-","","","","","","7","77"
"155","Jake Elliott","K","PHI","8","12","3","7","5","6","4","9","BYE","4","11","3","4","","","","","","6.3","76"
"156","Marquise Brown","WR","KC","9.9","3","4.2","9.8","4.8","16.5","7.4","0","7.3","BYE","4","1","8","","","","","","6.3","75.9"
"157","Jauan Jennings","WR","SF","1.6","14.9","-","4.4","-","0.7","3.1","4.5","10.1","11.1","5.4","10.1","9.9","","","","","","6.9","75.8"
"158","Carson Wentz","QB","MIN","-","-","15.3","23.2","14.7","BYE","13.3","8.8","-","-","-","-","-","","","","","","15.1","75.3"
"158","Zach Ertz","TE","WAS","8.6","12.4","3.8","4.1","0","10.3","9.7","1.6","4.6","5.4","4.2","BYE","10.6","","","","","","6.3","75.3"
"160","Parker Washington","WR","JAC","0","7.6","3.4","5.9","7.6","2.9","6.2","BYE","9","14.9","2","13.1","2.6","","","","","","6.3","75.2"
"161","J.J. McCarthy","QB","MIN","23.2","4.8","-","-","-","BYE","-","-","19.9","16.7","8","2.5","-","","","","","","12.5","75.2"
"162","Andre Szmyt","K","CLE","5","5","9","4","5","11","7","1","BYE","9","11","8","0","","","","","","6.3","75"
"163","Kayshon Boutte","WR","NE","10.3","7.6","2.8","1.8","4.3","21.3","11.5","13.5","0","-","-","1.5","-","","","","","","7.5","74.6"
"164","Brandon McManus","K","GB","9","11","4","12","BYE","-","-","9","8","1","-","12","8","","","","","","8.2","74"
"165","Mark Andrews","TE","BAL","0.5","0.4","21.1","3","2.2","2.6","BYE","3.4","14.6","7.4","12.7","1.1","4.7","","","","","","6.1","73.7"
"166","Juwan Johnson","TE","NO","7.6","10.9","5.1","2.8","1.7","-0.5","7.9","5.3","9.1","15.2","BYE","4.6","3.9","","","","","","6.1","73.6"
"167","Khalil Shakir","WR","BUF","6.4","1.2","10.5","12.9","5","3.3","BYE","14.8","4.3","5.8","-0.3","9","0.5","","","","","","6.1","73.4"
"168","Green Bay Packers","DST","GB","10","5","8","-3","BYE","2","8","5","4","6","7","18","3","","","","","","6.1","73"
"168","Minnesota Vikings","DST","MIN","5","5","30","4","3","BYE","3","0","9","1","3","1","9","","","","","","6.1","73"
"168","New Orleans Saints","DST","NO","8","5","-2","4","18","1","3","6","1","12","BYE","11","6","","","","","","6.1","73"
"168","Daniel Carlson","K","LV","11","12","4","6","6","10","0","BYE","5","1","11","5","2","","","","","","6.1","73"
"172","Theo Johnson","TE","NYG","0.5","3.4","1","7.7","15.3","2.7","12.6","2","8.7","7.5","3.6","7.7","-","","","","","","6.1","72.7"
"173","Dillon Gabriel","QB","CLE","-","4.8","-","0","16.1","8.8","5.8","13.5","BYE","20.1","2.9","-","0","","","","","","8","72.1"
"174","Jakobi Meyers","WR","JAC","9.7","6.8","6.3","3","3.2","3.9","-","BYE","2.3","4.1","6.4","11","15.3","","","","","","6.5","72"
"174","Detroit Lions","DST","DET","0","8","8","19","10","2","12","BYE","7","2","2","3","-1","","","","","","6","72"
"176","Nick Chubb","RB","HOU","6","13.2","4","6.2","12.1","BYE","1.1","6.9","3.4","5.2","1.7","1.5","9.4","","","","","","5.9","70.7"
"177","George Kittle","TE","SF","8.5","-","-","-","-","-","0","10.3","2.9","14.4","18.7","7.8","6.7","","","","","","8.7","69.3"
"178","Tennessee Titans","DST","TEN","10","4","-4","2","15","5","4","-1","20","BYE","5","6","3","","","","","","5.8","69"
"178","Los Angeles Chargers","DST","LAC","2","13","3","6","3","8","-3","11","5","15","-2","BYE","8","","","","","","5.8","69"
"180","Dalton Kincaid","TE","BUF","10.8","3.7","12.6","8.8","10.8","-","BYE","2.3","16.1","3.7","-","-","-","","","","","","8.6","68.8"
"181","Alvin Kamara","RB","NO","11.7","10","5.6","7.2","5.5","7.6","2.9","4.5","-0.3","11.5","BYE","1.5","-","","","","","","6.2","67.7"
"181","Zonovan Knight","RB","ARI","-","0","-","0","8.4","11.4","6.4","BYE","4.7","3.3","10.5","9.2","13.8","","","","","","6.8","67.7"
"183","Rashid Shaheed","WR","SEA","3.3","11.2","4.2","5.2","17.4","2.8","4","5.5","6.8","2.3","2.9","0.5","1.6","","","","","","5.2","67.7"
"184","Harold Fannin Jr.","TE","CLE","6.6","4.8","2.5","2.5","7.3","8.1","3.6","12.4","BYE","4.4","2.6","4.4","8.3","","","","","","5.6","67.5"
"185","AJ Barner","TE","SEA","0.2","8.8","2.3","9.2","17.3","7.1","0.9","BYE","8.5","0.3","7.1","1.8","3.7","","","","","","5.6","67.2"
"186","Bucky Irving","RB","TB","10.5","12.1","9.9","20.5","-","-","-","-","BYE","-","-","-","14.1","","","","","","13.4","67.1"
